update_step,average_reward,policy_loss,value_loss,entropy,clip_fraction,buffer_size
2231,-209.37577133838005,-0.05078020809207131,186.0496277025011,11.027262398456061,0.0,383
5888,-208.14650833640437,-0.04731535484469958,183.90295916007318,11.027262398456061,0.0,660
10589,-209.03763446527705,-0.04361138202038625,184.58138266736452,10.804477604626445,0.0,910
15569,-206.8788338912939,-0.03660249810670484,176.89702976400199,9.284426047928385,0.0,1167
20945,-201.24183662060608,-0.032874430113669875,171.45580109076639,8.542345448471027,0.0,1417
25909,-205.18059153079503,-0.029890730450266256,171.73684033732266,7.96687529236047,0.0,1721
31283,-207.86667708453493,-0.02665156695034176,174.6439579607997,7.423353597144282,0.0,2082
34108,-206.2865178429824,-0.023776317304153,171.62444005851995,6.844797609119225,0.0,2473
23147,-206.51208746564737,-0.02234927536505483,171.3528638678404,6.546366875640984,0.0,2361
20037,-210.07881300108093,-0.020435843721242727,174.9636543130875,6.1586373968467365,0.0,2574
16787,-213.00267823183344,-0.01847669679235704,177.58846917699594,5.812672235928696,0.0,2821
13135,-212.7234227281688,-0.016528683021861768,176.28658684039934,5.322434802054717,0.0,3089
7489,-207.5027232399281,-0.016719016337716868,169.9720007137376,5.316241992044448,0.0,3126
4005,-202.0083089839265,-0.01849932550482262,165.12171981246385,5.693929065122739,0.0,3035
2423,-197.97002943975653,-0.01889098143895929,165.0657762050629,5.886012384150958,0.0,3098
1175,-190.18431206451464,-0.018207868189420905,158.9691662788391,5.792262384150958,0.0,3006
541,-183.6734035272563,-0.01586023372618494,150.2089485168457,5.207262405608629,0.0,2773
266,-176.47977000756018,-0.015226944436056458,147.866796875,5.027262398456073,0.0,2727
316,-166.12727308699965,-0.01522693494638874,125.89069366455078,5.027262398456073,0.0,3227
366,-167.2282360913753,-0.015226772259614465,122.64610633850097,5.027262398456073,0.0,3727
196,-204.733509915591,-0.015226775315516663,189.54749603271483,5.027262398456073,0.0,3993
